r99;r99-pc01;r99;d6:fa:7a:a4:ee:26;10.1.99.1;bios;;;classroom-studentcomputer;;3;;;;;
r99;r99-pc02;r99;a2:e3:54:d2:aa:50;10.1.99.2;;;;classroom-studentcomputer;;3;;;;;
r99;r99-pc03;r99;0e:1e:d3:1a:66:a5;10.1.99.3;;;;classroom-studentcomputer;;3;;;;;
r99;r99-pc04;r99;06:bc:60:21:a3:0b;10.1.99.4;;;;classroom-studentcomputer;;3;;;;;
r99;r99-pc05;r99-uefi;36:33:78:4E:13:FA;10.1.99.5;uefi;;;classroom-studentcomputer;;3;;;;;
